Date,Team,Relinquished,Notes,season,player_name,team_abbreviation,age,player_height,player_weight,gp,usg_pct,season-1
2012-02-14,Nuggets,Danilo Gallinari,placed on IL (F),2011-12,Danilo Gallinari,DEN,23,208.28,102.0582,43,0.209,2011-12
2012-02-14,Nuggets,Maybyner Hilario,strained left calf (DNP),2011-12,,,,,,0,0,
2012-02-14,Pacers,George Hill,sprained left ankle (DNP),2011-12,George Hill,IND,26,187.96,81.64656,50,0.173,2011-12
2012-02-14,Suns,Grant Hill,rest (DNP),2011-12,Grant Hill,PHX,39,203.2,102.0582,49,0.186,2011-12
2012-02-14,Suns,Steve Nash,rest (DNP),2011-12,Steve Nash,PHX,38,190.5,80.739376,62,0.194,2011-12
2012-02-14,Wizards,Andray Blatche,strained left calf (DNP) (F),2011-12,Andray Blatche,WAS,25,210.82,117.93392,26,0.217,2011-12
2012-02-15,76ers,Spencer Hawes,strained left Achilles tendon (DNP),2011-12,Spencer Hawes,PHI,24,215.9,111.13004,37,0.199,2011-12
2012-02-15,Blazers,LaMarcus Aldridge,placed on IL with sprained left ankle,2011-12,LaMarcus Aldridge,POR,26,210.82,108.86208,55,0.271,2011-12
2012-02-15,Hornets,Eduardo Najera,placed on IL,2011-12,Eduardo Najera,CHA,35,203.2,106.59412,22,0.125,2011-12
2012-02-15,Celtics,Kevin Garnett,sore left hip (DNP),2011-12,Kevin Garnett,BOS,36,210.82,114.758776,60,0.251,2011-12
2012-02-15,Celtics,Marquis Daniels,placed on IL,2011-12,Marquis Daniels,BOS,31,198.12,90.7184,38,0.182,2011-12
2012-02-15,Grizzlies,Sam Young,sprained right ankle (DNP),2011-12,Sam Young,PHI,27,198.12,99.79024,35,0.184,2011-12
2012-02-15,Hawks,Tracy McGrady,rest (DNP),2011-12,Tracy McGrady,ATL,33,203.2,102.0582,52,0.182,2011-12
2012-02-15,Hornets,Emeka Okafor,sore left knee (DNP),2011-12,Emeka Okafor,NOH,29,208.28,115.66596,27,0.173,2011-12
2012-02-15,Hornets,Jarrett Jack,bruised left knee (DNP),2011-12,Jarrett Jack,NOH,28,190.5,89.357624,45,0.23,2011-12
2012-02-15,Hornets,Jason Smith,concussion (DNP),2011-12,Jason Smith,NOH,26,213.36,108.86208,40,0.207,2011-12
2012-02-15,Kings,Tyler Honeycutt,placed on IL,2011-12,Tyler Honeycutt,SAC,21,203.2,85.275296,15,0.135,2011-12
2012-02-15,Knicks,Carmelo Anthony,strained right groin (DNP),2011-12,Carmelo Anthony,NYK,28,203.2,104.32616,55,0.316,2011-12
2012-02-15,Mavericks,Jason Terry,placed on IL with quadriceps injury,2011-12,Jason Terry,DAL,34,187.96,81.64656,63,0.234,2011-12
2012-02-15,Nets,Jordan Farmar,strained right groin (DNP),2011-12,Jordan Farmar,NJN,25,187.96,81.64656,39,0.229,2011-12
2012-02-15,Nets,Mehmet Okur,sore lower back (DNP),2011-12,Mehmet Okur,NJN,33,210.82,117.93392,17,0.171,2011-12
2012-02-15,Nets,Shawne Williams,placed on IL with sprained left shoulder,2011-12,Shawne Williams,NJN,26,205.74,104.32616,25,0.144,2011-12
2012-02-15,Nuggets,Danilo Gallinari,sprained left ankle (DNP) (F P),2011-12,Danilo Gallinari,DEN,23,208.28,102.0582,43,0.209,2011-12
2012-02-15,Nuggets,Maybyner Hilario,strained left calf (DNP),2011-12,,,,,,0,0,
2012-02-15,Pacers,Danny Granger,sprained left ankle (DNP),2011-12,Danny Granger,IND,29,203.2,103.418976,62,0.257,2011-12
2012-02-15,Pacers,George Hill,sprained left ankle (DNP),2011-12,George Hill,IND,26,187.96,81.64656,50,0.173,2011-12
2012-02-15,Pacers,Jeff Foster,sore lower back (DNP),2011-12,Jeff Foster,IND,35,210.82,113.398,11,0.093,2011-12
2012-02-15,Raptors,Linas Kleiza,sore left knee (DNP),2011-12,Linas Kleiza,TOR,27,203.2,106.140528,49,0.228,2011-12
2012-02-15,Rockets,Hasheem Thabeet,sore back (DNP),2011-12,Hasheem Thabeet,POR,25,220.98,119.294696,20,0.128,2011-12
2012-02-15,Timberwolves,Anthony Randolph,placed on IL,2011-12,Anthony Randolph,MIN,22,210.82,102.0582,34,0.239,2011-12
2012-02-16,Bulls,Derrick Rose,strained lower back (DNP),2011-12,Derrick Rose,CHI,23,190.5,86.18248,39,0.301,2011-12
2012-02-16,Bulls,Richard Hamilton,placed on IL with right thigh injury,2011-12,Richard Hamilton,CHI,34,200.66,87.543256,28,0.242,2011-12
2012-02-16,Nets,Mehmet Okur,sore lower back (DNP),2011-12,Mehmet Okur,NJN,33,210.82,117.93392,17,0.171,2011-12
2012-02-16,Pacers,George Hill,sprained left ankle (DNP),2011-12,George Hill,IND,26,187.96,81.64656,50,0.173,2011-12
2012-02-17,76ers,Spencer Hawes,strained left Achilles tendon (DNP),2011-12,Spencer Hawes,PHI,24,215.9,111.13004,37,0.199,2011-12
2012-02-17,Bucks,Drew Gooden,sprained right wrist (DNP),2011-12,Drew Gooden,MIL,30,208.28,113.398,56,0.256,2011-12
2012-02-17,Cavaliers,Daniel Gibson,sprained left ankle (DNP) (P),2011-12,Daniel Gibson,CLE,26,187.96,90.7184,35,0.151,2011-12
2012-02-17,Cavaliers,Daniel Gibson,placed on IL with sprained left ankle (F),2011-12,Daniel Gibson,CLE,26,187.96,90.7184,35,0.151,2011-12
2012-02-17,Hornets,Emeka Okafor,sore left knee (DNP),2011-12,Emeka Okafor,NOH,29,208.28,115.66596,27,0.173,2011-12
2012-02-17,Hornets,Jason Smith,concussion (DNP),2011-12,Jason Smith,NOH,26,213.36,108.86208,40,0.207,2011-12
2012-02-17,Knicks,Carmelo Anthony,strained right groin (DNP),2011-12,Carmelo Anthony,NYK,28,203.2,104.32616,55,0.316,2011-12
2012-02-17,Lakers,Devin Ebanks,placed on IL,2011-12,Devin Ebanks,LAL,22,205.74,97.52228,24,0.137,2011-12
2012-02-17,Mavericks,Delonte West,surgery on broken right ring finger to insert pins (out indefinitely),2011-12,Delonte West,DAL,28,190.5,81.64656,44,0.207,2011-12
2012-02-17,Nuggets,Danilo Gallinari,sprained left ankle (DNP) (P),2011-12,Danilo Gallinari,DEN,23,208.28,102.0582,43,0.209,2011-12
2012-02-17,Nuggets,Maybyner Hilario,placed on IL with strained left calf,2011-12,,,,,,0,0,
2012-02-17,Raptors,Linas Kleiza,placed on IL with sore left knee,2011-12,Linas Kleiza,TOR,27,203.2,106.140528,49,0.228,2011-12
2012-02-17,Thunder,Kendrick Perkins,bruised right knee (DNP),2011-12,Kendrick Perkins,OKC,27,208.28,122.46984,65,0.109,2011-12
2012-02-17,Knicks,J.R. Smith,placed on IL,2011-12,J.R. Smith,NYK,26,198.12,99.79024,35,0.225,2011-12
2012-02-18,Blazers,Armon Johnson,placed on IL,2011-12,Armon Johnson,NJN,23,190.5,88.45044,9,0.184,2011-12
2012-02-18,Bulls,Derrick Rose,strained lower back (DNP),2011-12,Derrick Rose,CHI,23,190.5,86.18248,39,0.301,2011-12
2012-02-18,Grizzlies,Sam Young,sprained right ankle (DNP),2011-12,Sam Young,PHI,27,198.12,99.79024,35,0.184,2011-12
2012-02-18,Nets,Mehmet Okur,sore lower back (DNP),2011-12,Mehmet Okur,NJN,33,210.82,117.93392,17,0.171,2011-12
2012-02-19,Bucks,Drew Gooden,sprained right wrist (DNP),2011-12,Drew Gooden,MIL,30,208.28,113.398,56,0.256,2011-12
2012-02-19,Bucks,Tobias Harris,bruised right shoulder (DNP),2011-12,Tobias Harris,MIL,19,203.2,102.511792,42,0.204,2011-12
2012-02-19,Cavaliers,Daniel Gibson,sprained left ankle (DNP) (P),2011-12,Daniel Gibson,CLE,26,187.96,90.7184,35,0.151,2011-12
2012-02-19,Heat,Mickell Gladness,placed on IL,2011-12,Mickell Gladness,GSW,25,210.82,99.79024,26,0.127,2011-12
2012-02-19,Knicks,Henry Walker,sore left elbow (DNP),2011-12,Henry Walker,NYK,24,198.12,106.59412,32,0.157,2011-12
2012-02-19,Knicks,Carmelo Anthony,strained right groin (DNP),2011-12,Carmelo Anthony,NYK,28,203.2,104.32616,55,0.316,2011-12
2012-02-19,Magic,Daniel Orton,placed on IL,2011-12,Daniel Orton,ORL,21,208.28,115.66596,16,0.12,2011-12
2012-02-19,Magic,Jason Richardson,chest pain (DNP),2011-12,Jason Richardson,ORL,31,198.12,102.0582,54,0.2,2011-12
2012-02-19,Mavericks,Delonte West,placed on IL recovering from surgery on broken right ring finger to insert pins,2011-12,Delonte West,DAL,28,190.5,81.64656,44,0.207,2011-12
2012-02-19,Nets,Jordan Farmar,strained right groin (DNP),2011-12,Jordan Farmar,NJN,25,187.96,81.64656,39,0.229,2011-12
2012-02-19,Nets,Mehmet Okur,sore lower back (DNP),2011-12,Mehmet Okur,NJN,33,210.82,117.93392,17,0.171,2011-12
2012-02-19,Nuggets,Danilo Gallinari,sprained left ankle (DNP) (P),2011-12,Danilo Gallinari,DEN,23,208.28,102.0582,43,0.209,2011-12
2012-02-19,Nuggets,Rudy Fernandez,strained lower back (DNP),2011-12,Rudy Fernandez,DEN,27,198.12,83.91452,31,0.181,2011-12
2012-02-19,Pacers,George Hill,sprained left ankle (DNP),2011-12,George Hill,IND,26,187.96,81.64656,50,0.173,2011-12
2012-02-19,Rockets,Hasheem Thabeet,sore lower back (DNP),2011-12,Hasheem Thabeet,POR,25,220.98,119.294696,20,0.128,2011-12
2012-02-19,Rockets,Jordan Hill,placed on IL with sprained MCL in right knee,2011-12,Jordan Hill,LAL,24,208.28,106.59412,39,0.179,2011-12
2012-02-19,Thunder,Lazar Hayward,fractured orbital floor (DNP),2011-12,Lazar Hayward,OKC,25,198.12,102.0582,26,0.183,2011-12
2012-02-19,Timberwolves,Anthony Randolph,placed on IL,2011-12,Anthony Randolph,MIN,22,210.82,102.0582,34,0.239,2011-12
2012-02-20,Blazers,Greg Oden,microfracture surgery on left knee (out indefinitely),2011-12,,,,,,0,0,
